instance_id,repo,base_commit,status,success,agent_seconds,eval_seconds,total_seconds,junie_returncode,eval_returncode,output_dir,error
django__django-12143,django/django,5573a54d409bb98b5c5acdb308310bed02d392c2,failed,False,7.697,1.354,14.539,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12143,
django__django-12155,django/django,e8fcdaad5c428878d0a5d6ba820d957013f75595,passed,True,3.876,1.814,15.995,0,0,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12155,
django__django-12262,django/django,69331bb851c34f05bc77e9fc24020fe6908b9cd5,failed,False,3.85,1.461,15.914,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12262,
django__django-12193,django/django,3fb7c12158a2402f0f80824f6778112071235803,failed,False,4.021,0.997,16.046,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12193,
django__django-12209,django/django,5a68f024987e6d16c2626a31bf653a2edddea579,failed,False,4.012,1.166,16.323,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12209,
django__django-12304,django/django,4c1b401e8250f9f520b3c7dc369554477ce8b15a,failed,False,5.257,2.192,17.516,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12304,
django__django-12325,django/django,29c126bb349526b5f1cd78facbe9f25906f18563,failed,False,5.726,1.832,18.125,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12325,
django__django-12276,django/django,53d8646f799de7f92ab9defe9dc56c6125448102,failed,False,5.887,1.262,18.737,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12276,
django__django-12273,django/django,927c903f3cd25c817c21738328b53991c035b415,failed,False,5.951,1.468,18.888,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12273,
django__django-12308,django/django,2e0f04507b17362239ba49830d26fec504d46978,failed,False,5.791,1.277,19.047,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12308,
sphinx-doc__sphinx-10673,sphinx-doc/sphinx,f35d2a6cc726f97d0e859ca7a0e1729f7da8a6c8,error,False,8.658,0.0,19.693,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-10673,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-toctree-index/foo.rst' did not match any file(s) known to git
error: pathspec 'tests/roots/test-toctree-index/index.rst' did not match any file(s) known to git
"
sphinx-doc__sphinx-11510,sphinx-doc/sphinx,6cb783c0024a873722952a67ebb9f41771c8eb6d,error,False,9.738,0.0,21.444,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-11510,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-directive-include/baz/baz.rst' did not match any file(s) known to git
error: pathspec 'tests/roots/test-directive-include/conf.py' did not match any file(s) known to git
error: pathspec 'tests/roots/test-directive-include/foo.rst' did not match any file(s) known to git
error: pathspec 'tests/roots/test-directive-include/text.txt' did not match any file(s) known to git
"
sphinx-doc__sphinx-10323,sphinx-doc/sphinx,31eba1a76dd485dc633cae48227b46879eda5df4,failed,False,8.534,7.287,26.206,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-10323,
sphinx-doc__sphinx-10466,sphinx-doc/sphinx,cab2d93076d0cca7c53fac885f927dde3e2a5fec,failed,False,8.537,6.817,26.098,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-10466,
sphinx-doc__sphinx-10435,sphinx-doc/sphinx,f1061c012e214f16fd8790dec3c283d787e3daa8,failed,False,8.85,7.094,26.559,0,4,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-10435,
django__django-12406,django/django,335c9c94acf263901fb023404408880245b0c4b4,failed,False,7.697,4.717,28.026,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12406,
django__django-9296,django/django,84322a29ce9b0940335f8ab3d60e55192bef1e50,failed,False,5.355,5.787,17.927,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-9296,
django__django-12774,django/django,67f9d076cfc1858b94f9ed6d1a5ce2327dcc8d0d,failed,False,6.614,2.942,19.694,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12774,
django__django-12713,django/django,5b884d45ac5b76234eca614d90c83b347294c332,failed,False,7.247,2.314,19.993,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12713,
django__django-12708,django/django,447980e72ac01da1594dd3373a03ba40b7ee6f80,failed,False,6.521,3.423,19.738,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/django__django-12708,
sphinx-doc__sphinx-7748,sphinx-doc/sphinx,9988d5ce267bf0df4791770b469431b1fb00dcdd,failed,False,6.06,4.048,16.049,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-7748,
sphinx-doc__sphinx-7590,sphinx-doc/sphinx,2e506c5ab457cba743bb47eb5b8c8eb9dd51d23d,failed,False,6.158,4.688,16.053,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-7590,
sphinx-doc__sphinx-7985,sphinx-doc/sphinx,f30284ef926ebaf04b176f21b421e2dffc679792,failed,False,8.43,5.237,18.549,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-7985,
sphinx-doc__sphinx-8035,sphinx-doc/sphinx,5e6da19f0e44a0ae83944fb6ce18f18f781e1a6e,failed,False,9.348,5.967,21.498,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8035,
sphinx-doc__sphinx-7757,sphinx-doc/sphinx,212fd67b9f0b4fae6a7c3501fdf1a9a5b2801329,failed,False,9.533,6.73,21.325,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-7757,
sphinx-doc__sphinx-8056,sphinx-doc/sphinx,e188d56ed1248dead58f3f8018c0e9a3f99193f7,failed,False,8.46,5.273,17.55,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8056,
sphinx-doc__sphinx-8548,sphinx-doc/sphinx,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,error,False,9.545,0.0,15.212,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8548,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-ext-autodoc/target/instance_variable.py' did not match any file(s) known to git
"
sphinx-doc__sphinx-8269,sphinx-doc/sphinx,1e2ccd8f0eca0870cf6f8fce6934e2da8eba9b72,error,False,9.631,0.0,15.888,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8269,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-linkcheck-localserver/conf.py' did not match any file(s) known to git
error: pathspec 'tests/roots/test-linkcheck-localserver/index.rst' did not match any file(s) known to git
"
sphinx-doc__sphinx-8265,sphinx-doc/sphinx,b428cd2404675475a5c3dc2a2b0790ba57676202,failed,False,8.949,4.85,20.008,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8265,
sphinx-doc__sphinx-8475,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,failed,False,9.603,4.53,19.494,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8475,
sphinx-doc__sphinx-8551,sphinx-doc/sphinx,57ed10c68057c96491acbd3e62254ccfaf9e3861,failed,False,6.962,3.046,12.845,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8551,
sphinx-doc__sphinx-8638,sphinx-doc/sphinx,4b452338f914d4f6b54704222d70ae8a746e3db5,failed,False,7.995,3.944,14.913,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8638,
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,82ef497a8c88f0f6e50d84520e7276bfbf65025d,failed,False,6.527,4.147,16.623,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-8721,
sphinx-doc__sphinx-9229,sphinx-doc/sphinx,876fa81e0a038cda466925b85ccf6c5452e0f685,failed,False,6.967,2.645,15.594,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9229,
sphinx-doc__sphinx-9281,sphinx-doc/sphinx,8ec06e9a1bd862cd713b9db748e039ccc7b3e15b,failed,False,7.748,2.13,16.132,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9281,
sphinx-doc__sphinx-9230,sphinx-doc/sphinx,567ff22716ac258b9edd2c1711d766b440ac0b11,failed,False,8.086,2.251,16.65,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9230,
sphinx-doc__sphinx-9320,sphinx-doc/sphinx,e05cef574b8f23ab1b57f57e7da6dee509a4e230,failed,False,7.346,2.174,14.384,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9320,
sphinx-doc__sphinx-9461,sphinx-doc/sphinx,939c7bb7ff7c53a4d27df067cea637540f0e1dad,failed,False,7.33,2.018,12.484,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9461,
sphinx-doc__sphinx-9367,sphinx-doc/sphinx,6918e69600810a4664e53653d6ff0290c3c4a788,failed,False,7.311,2.133,13.534,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9367,
sphinx-doc__sphinx-9698,sphinx-doc/sphinx,f050a7775dfc9000f55d023d36d925a8d02ccfa8,failed,False,6.732,3.786,13.316,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-001727/sphinx-doc__sphinx-9698,
