instance_id,repo,base_commit,status,success,agent_seconds,eval_seconds,total_seconds,junie_returncode,eval_returncode,output_dir,error
sphinx-doc__sphinx-7748,sphinx-doc/sphinx,9988d5ce267bf0df4791770b469431b1fb00dcdd,failed,False,4.906,3.18,10.475,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-7748,
sphinx-doc__sphinx-7757,sphinx-doc/sphinx,212fd67b9f0b4fae6a7c3501fdf1a9a5b2801329,failed,False,5.477,4.701,12.848,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-7757,
sphinx-doc__sphinx-10466,sphinx-doc/sphinx,cab2d93076d0cca7c53fac885f927dde3e2a5fec,failed,False,67.187,7.201,76.901,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-10466,
sphinx-doc__sphinx-7985,sphinx-doc/sphinx,f30284ef926ebaf04b176f21b421e2dffc679792,failed,False,5.746,5.033,13.999,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-7985,
sphinx-doc__sphinx-8035,sphinx-doc/sphinx,5e6da19f0e44a0ae83944fb6ce18f18f781e1a6e,failed,False,7.612,4.115,14.173,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8035,
sphinx-doc__sphinx-8056,sphinx-doc/sphinx,e188d56ed1248dead58f3f8018c0e9a3f99193f7,failed,False,8.304,3.877,15.447,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8056,
sphinx-doc__sphinx-8265,sphinx-doc/sphinx,b428cd2404675475a5c3dc2a2b0790ba57676202,failed,False,8.26,2.972,14.855,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8265,
sphinx-doc__sphinx-8269,sphinx-doc/sphinx,1e2ccd8f0eca0870cf6f8fce6934e2da8eba9b72,error,False,6.943,0.0,12.045,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8269,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-linkcheck-localserver/conf.py' did not match any file(s) known to git
error: pathspec 'tests/roots/test-linkcheck-localserver/index.rst' did not match any file(s) known to git
"
sphinx-doc__sphinx-8548,sphinx-doc/sphinx,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,error,False,7.48,0.0,10.609,0,,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8548,"Failed to restore test patch targets:
error: pathspec 'tests/roots/test-ext-autodoc/target/instance_variable.py' did not match any file(s) known to git
"
sphinx-doc__sphinx-8475,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,failed,False,6.978,5.118,16.191,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8475,
sphinx-doc__sphinx-8551,sphinx-doc/sphinx,57ed10c68057c96491acbd3e62254ccfaf9e3861,failed,False,6.766,2.839,13.761,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8551,
django__django-12273,django/django,927c903f3cd25c817c21738328b53991c035b415,passed,True,351.853,11.352,374.054,0,0,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/django__django-12273,
sphinx-doc__sphinx-8638,sphinx-doc/sphinx,4b452338f914d4f6b54704222d70ae8a746e3db5,failed,False,7.383,6.409,17.424,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8638,
sphinx-doc__sphinx-9229,sphinx-doc/sphinx,876fa81e0a038cda466925b85ccf6c5452e0f685,failed,False,9.587,3.245,16.754,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9229,
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,82ef497a8c88f0f6e50d84520e7276bfbf65025d,failed,False,8.842,4.452,17.901,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-8721,
sphinx-doc__sphinx-9230,sphinx-doc/sphinx,567ff22716ac258b9edd2c1711d766b440ac0b11,failed,False,10.693,2.004,15.597,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9230,
sphinx-doc__sphinx-9281,sphinx-doc/sphinx,8ec06e9a1bd862cd713b9db748e039ccc7b3e15b,failed,False,10.488,1.602,15.453,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9281,
sphinx-doc__sphinx-9320,sphinx-doc/sphinx,e05cef574b8f23ab1b57f57e7da6dee509a4e230,failed,False,7.863,1.327,14.183,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9320,
sphinx-doc__sphinx-9367,sphinx-doc/sphinx,6918e69600810a4664e53653d6ff0290c3c4a788,failed,False,7.08,1.21,12.772,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9367,
sphinx-doc__sphinx-9461,sphinx-doc/sphinx,939c7bb7ff7c53a4d27df067cea637540f0e1dad,failed,False,5.816,1.077,10.556,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9461,
sphinx-doc__sphinx-9698,sphinx-doc/sphinx,f050a7775dfc9000f55d023d36d925a8d02ccfa8,failed,False,5.729,7.106,15.877,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/sphinx-doc__sphinx-9698,
django__django-12209,django/django,5a68f024987e6d16c2626a31bf653a2edddea579,failed,False,379.502,232.859,622.235,0,1,/Users/iuliia.liutova/study/thesis/explainable-ai-plugin/evaluation/swe-bench-verified-mini/results/junie/20260504-170739/django__django-12209,
,,
